Type,Iterations,Time,OptIterations,Discount,Epsilon,SCost,NegTerm,PosTerm,KeyLoss
value,81,0.007554,31,0.999999,1e-06,-0.04,-1,1.56,0.5
value,81,0.008019,39,0.999999,1e-06,-0.04,-1,1.57,0.5
value,81,0.00701,33,0.999999,1e-06,-0.04,-1,1.58,0.5
value,81,0.006814,31,0.999999,1e-06,-0.04,-1,1.59,0.5
value,81,0.006925,30,0.999999,1e-06,-0.04,-1,1.6,0.5
value,81,0.007001,29,0.999999,1e-06,-0.04,-1,1.61,0.5
value,81,0.006914,29,0.999999,1e-06,-0.04,-1,1.62,0.5
value,81,0.006824,29,0.999999,1e-06,-0.04,-1,1.63,0.5
value,81,0.006869,29,0.999999,1e-06,-0.04,-1,1.64,0.5
value,81,0.007117,29,0.999999,1e-06,-0.04,-1,1.65,0.5
value,81,0.006959,28,0.999999,1e-06,-0.04,-1,1.66,0.5
value,81,0.006839,28,0.999999,1e-06,-0.04,-1,1.67,0.5
value,81,0.006859,28,0.999999,1e-06,-0.04,-1,1.68,0.5
value,81,0.006836,28,0.999999,1e-06,-0.04,-1,1.69,0.5
value,81,0.006848,28,0.999999,1e-06,-0.04,-1,1.7,0.5
value,81,0.007029,28,0.999999,1e-06,-0.04,-1,1.71,0.5
value,82,0.00701,36,0.999999,1e-06,-0.04,-1,1.72,0.5
value,83,0.007003,41,0.999999,1e-06,-0.04,-1,1.73,0.5
value,83,0.007179,37,0.999999,1e-06,-0.04,-1,1.74,0.5
value,83,0.008704,36,0.999999,1e-06,-0.04,-1,1.75,0.5
value,83,0.007238,35,0.999999,1e-06,-0.04,-1,1.76,0.5
value,83,0.007072,34,0.999999,1e-06,-0.04,-1,1.77,0.5
value,83,0.006987,34,0.999999,1e-06,-0.04,-1,1.78,0.5
value,83,0.007037,34,0.999999,1e-06,-0.04,-1,1.79,0.5
value,83,0.007138,33,0.999999,1e-06,-0.04,-1,1.8,0.5
value,83,0.007259,33,0.999999,1e-06,-0.04,-1,1.81,0.5
value,83,0.00823,33,0.999999,1e-06,-0.04,-1,1.82,0.5
value,83,0.007693,33,0.999999,1e-06,-0.04,-1,1.83,0.5
value,83,0.007055,32,0.999999,1e-06,-0.04,-1,1.84,0.5
value,84,0.007069,37,0.999999,1e-06,-0.04,-1,1.85,0.5
value,84,0.007169,35,0.999999,1e-06,-0.04,-1,1.86,0.5
value,84,0.007317,34,0.999999,1e-06,-0.04,-1,1.87,0.5
value,84,0.007277,33,0.999999,1e-06,-0.04,-1,1.88,0.5
value,84,0.007274,32,0.999999,1e-06,-0.04,-1,1.89,0.5
value,84,0.007275,31,0.999999,1e-06,-0.04,-1,1.9,0.5
value,84,0.007271,31,0.999999,1e-06,-0.04,-1,1.91,0.5
value,84,0.007273,31,0.999999,1e-06,-0.04,-1,1.92,0.5
value,84,0.007115,31,0.999999,1e-06,-0.04,-1,1.93,0.5
value,84,0.007047,31,0.999999,1e-06,-0.04,-1,1.94,0.5
value,84,0.007079,31,0.999999,1e-06,-0.04,-1,1.95,0.5
value,84,0.007166,31,0.999999,1e-06,-0.04,-1,1.96,0.5
value,84,0.007304,40,0.999999,1e-06,-0.04,-1,1.97,0.5
value,84,0.00846,37,0.999999,1e-06,-0.04,-1,1.98,0.5
value,84,0.007359,35,0.999999,1e-06,-0.04,-1,1.99,0.5
value,84,0.007181,34,0.999999,1e-06,-0.04,-1,2,0.5
value,84,0.007129,33,0.999999,1e-06,-0.04,-1,2.01,0.5
value,84,0.007255,33,0.999999,1e-06,-0.04,-1,2.02,0.5
value,84,0.007194,32,0.999999,1e-06,-0.04,-1,2.03,0.5
value,84,0.007124,32,0.999999,1e-06,-0.04,-1,2.04,0.5
value,84,0.007071,31,0.999999,1e-06,-0.04,-1,2.05,0.5
value,84,0.007047,31,0.999999,1e-06,-0.04,-1,2.06,0.5
value,84,0.007067,30,0.999999,1e-06,-0.04,-1,2.07,0.5
value,85,0.007176,30,0.999999,1e-06,-0.04,-1,2.08,0.5
value,85,0.007185,30,0.999999,1e-06,-0.04,-1,2.09,0.5
value,85,0.007239,38,0.999999,1e-06,-0.04,-1,2.1,0.5
value,85,0.007133,36,0.999999,1e-06,-0.04,-1,2.11,0.5
value,85,0.00729,35,0.999999,1e-06,-0.04,-1,2.12,0.5
value,85,0.007215,34,0.999999,1e-06,-0.04,-1,2.13,0.5
value,85,0.007175,34,0.999999,1e-06,-0.04,-1,2.14,0.5
value,85,0.007268,33,0.999999,1e-06,-0.04,-1,2.15,0.5
value,85,0.008487,33,0.999999,1e-06,-0.04,-1,2.16,0.5
value,85,0.007722,32,0.999999,1e-06,-0.04,-1,2.17,0.5
value,85,0.00725,32,0.999999,1e-06,-0.04,-1,2.18,0.5
value,85,0.007234,32,0.999999,1e-06,-0.04,-1,2.19,0.5
value,85,0.007251,31,0.999999,1e-06,-0.04,-1,2.2,0.5
value,85,0.00726,31,0.999999,1e-06,-0.04,-1,2.21,0.5
value,85,0.007379,42,0.999999,1e-06,-0.04,-1,2.22,0.5
value,85,0.007191,38,0.999999,1e-06,-0.04,-1,2.23,0.5
value,85,0.007192,36,0.999999,1e-06,-0.04,-1,2.24,0.5
value,85,0.007129,35,0.999999,1e-06,-0.04,-1,2.25,0.5
value,85,0.007148,35,0.999999,1e-06,-0.04,-1,2.26,0.5
value,85,0.007183,34,0.999999,1e-06,-0.04,-1,2.27,0.5
value,85,0.00713,34,0.999999,1e-06,-0.04,-1,2.28,0.5
value,85,0.00713,33,0.999999,1e-06,-0.04,-1,2.29,0.5
value,85,0.00715,33,0.999999,1e-06,-0.04,-1,2.3,0.5
value,85,0.00715,32,0.999999,1e-06,-0.04,-1,2.31,0.5
value,85,0.00717,32,0.999999,1e-06,-0.04,-1,2.32,0.5
value,85,0.007234,32,0.999999,1e-06,-0.04,-1,2.33,0.5
value,86,0.007694,32,0.999999,1e-06,-0.04,-1,2.34,0.5
value,86,0.00755,31,0.999999,1e-06,-0.04,-1,2.35,0.5
value,86,0.007433,31,0.999999,1e-06,-0.04,-1,2.36,0.5
value,86,0.007257,31,0.999999,1e-06,-0.04,-1,2.37,0.5
value,86,0.007302,39,0.999999,1e-06,-0.04,-1,2.38,0.5
value,86,0.007239,37,0.999999,1e-06,-0.04,-1,2.39,0.5
value,86,0.007216,36,0.999999,1e-06,-0.04,-1,2.4,0.5
value,86,0.007244,36,0.999999,1e-06,-0.04,-1,2.41,0.5
value,86,0.007237,35,0.999999,1e-06,-0.04,-1,2.42,0.5
value,86,0.007568,35,0.999999,1e-06,-0.04,-1,2.43,0.5
value,86,0.007712,34,0.999999,1e-06,-0.04,-1,2.44,0.5
value,86,0.007431,34,0.999999,1e-06,-0.04,-1,2.45,0.5
value,86,0.007289,34,0.999999,1e-06,-0.04,-1,2.46,0.5
value,86,0.007292,34,0.999999,1e-06,-0.04,-1,2.47,0.5
value,86,0.007239,33,0.999999,1e-06,-0.04,-1,2.48,0.5
value,86,0.007256,33,0.999999,1e-06,-0.04,-1,2.49,0.5
value,86,0.007301,33,0.999999,1e-06,-0.04,-1,2.5,0.5
value,101,0.008518,34,0.999999,1e-06,-0.04,-1,2.51,0.5
value,101,0.008478,33,0.999999,1e-06,-0.04,-1,2.52,0.5
value,102,0.00892,33,0.999999,1e-06,-0.04,-1,2.53,0.5
value,102,0.009136,32,0.999999,1e-06,-0.04,-1,2.54,0.5
value,102,0.00882,32,0.999999,1e-06,-0.04,-1,2.55,0.5
value,102,0.008587,32,0.999999,1e-06,-0.04,-1,2.56,0.5
value,102,0.008655,32,0.999999,1e-06,-0.04,-1,2.57,0.5
value,103,0.008665,32,0.999999,1e-06,-0.04,-1,2.58,0.5
value,103,0.008735,32,0.999999,1e-06,-0.04,-1,2.59,0.5
value,103,0.008667,32,0.999999,1e-06,-0.04,-1,2.6,0.5
value,103,0.008673,32,0.999999,1e-06,-0.04,-1,2.61,0.5
value,103,0.008682,32,0.999999,1e-06,-0.04,-1,2.62,0.5
value,103,0.009318,32,0.999999,1e-06,-0.04,-1,2.63,0.5
value,103,0.009262,32,0.999999,1e-06,-0.04,-1,2.64,0.5
value,103,0.008782,31,0.999999,1e-06,-0.04,-1,2.65,0.5
value,103,0.008643,31,0.999999,1e-06,-0.04,-1,2.66,0.5
value,103,0.008748,31,0.999999,1e-06,-0.04,-1,2.67,0.5
value,103,0.00893,31,0.999999,1e-06,-0.04,-1,2.68,0.5
value,103,0.008925,31,0.999999,1e-06,-0.04,-1,2.69,0.5
value,103,0.008924,31,0.999999,1e-06,-0.04,-1,2.7,0.5
value,103,0.008996,31,0.999999,1e-06,-0.04,-1,2.71,0.5
value,103,0.00899,31,0.999999,1e-06,-0.04,-1,2.72,0.5
value,104,0.008973,31,0.999999,1e-06,-0.04,-1,2.73,0.5
value,104,0.009115,31,0.999999,1e-06,-0.04,-1,2.74,0.5
value,104,0.009809,31,0.999999,1e-06,-0.04,-1,2.75,0.5
value,104,0.010244,31,0.999999,1e-06,-0.04,-1,2.76,0.5
value,104,0.009478,31,0.999999,1e-06,-0.04,-1,2.77,0.5
value,104,0.009037,31,0.999999,1e-06,-0.04,-1,2.78,0.5
value,104,0.008967,31,0.999999,1e-06,-0.04,-1,2.79,0.5
value,104,0.008808,31,0.999999,1e-06,-0.04,-1,2.8,0.5
value,104,0.009164,31,0.999999,1e-06,-0.04,-1,2.81,0.5
value,104,0.008796,31,0.999999,1e-06,-0.04,-1,2.82,0.5
value,104,0.008945,31,0.999999,1e-06,-0.04,-1,2.83,0.5
value,104,0.009008,31,0.999999,1e-06,-0.04,-1,2.84,0.5
value,104,0.009017,31,0.999999,1e-06,-0.04,-1,2.85,0.5
value,104,0.008919,30,0.999999,1e-06,-0.04,-1,2.86,0.5
value,104,0.008865,30,0.999999,1e-06,-0.04,-1,2.87,0.5
value,104,0.008739,30,0.999999,1e-06,-0.04,-1,2.88,0.5
value,104,0.008727,30,0.999999,1e-06,-0.04,-1,2.89,0.5
value,104,0.008817,30,0.999999,1e-06,-0.04,-1,2.9,0.5
value,104,0.008748,30,0.999999,1e-06,-0.04,-1,2.91,0.5
value,104,0.008856,30,0.999999,1e-06,-0.04,-1,2.92,0.5
value,104,0.008747,30,0.999999,1e-06,-0.04,-1,2.93,0.5
value,104,0.008753,30,0.999999,1e-06,-0.04,-1,2.94,0.5
value,104,0.008793,30,0.999999,1e-06,-0.04,-1,2.95,0.5
value,104,0.008787,30,0.999999,1e-06,-0.04,-1,2.96,0.5
value,104,0.009008,30,0.999999,1e-06,-0.04,-1,2.97,0.5
value,104,0.009008,30,0.999999,1e-06,-0.04,-1,2.98,0.5
value,104,0.009041,30,0.999999,1e-06,-0.04,-1,2.99,0.5
value,104,0.009731,30,0.999999,1e-06,-0.04,-1,3,0.5
value,104,0.009145,30,0.999999,1e-06,-0.04,-1,3.01,0.5
value,104,0.009672,30,0.999999,1e-06,-0.04,-1,3.02,0.5
value,104,0.009057,30,0.999999,1e-06,-0.04,-1,3.03,0.5
value,104,0.009212,30,0.999999,1e-06,-0.04,-1,3.04,0.5
value,104,0.009068,30,0.999999,1e-06,-0.04,-1,3.05,0.5
value,104,0.009178,30,0.999999,1e-06,-0.04,-1,3.06,0.5
value,104,0.009045,30,0.999999,1e-06,-0.04,-1,3.07,0.5
value,104,0.009069,30,0.999999,1e-06,-0.04,-1,3.08,0.5
value,105,0.009278,30,0.999999,1e-06,-0.04,-1,3.09,0.5
value,105,0.009198,30,0.999999,1e-06,-0.04,-1,3.1,0.5
value,105,0.009234,30,0.999999,1e-06,-0.04,-1,3.11,0.5
value,105,0.011208,30,0.999999,1e-06,-0.04,-1,3.12,0.5
value,105,0.010245,30,0.999999,1e-06,-0.04,-1,3.13,0.5
value,105,0.011354,30,0.999999,1e-06,-0.04,-1,3.14,0.5
value,105,0.010765,30,0.999999,1e-06,-0.04,-1,3.15,0.5
value,105,0.012079,30,0.999999,1e-06,-0.04,-1,3.16,0.5
value,105,0.010488,30,0.999999,1e-06,-0.04,-1,3.17,0.5
value,105,0.010584,30,0.999999,1e-06,-0.04,-1,3.18,0.5
value,105,0.010085,31,0.999999,1e-06,-0.04,-1,3.19,0.5
value,105,0.010571,31,0.999999,1e-06,-0.04,-1,3.2,0.5
value,105,0.009891,31,0.999999,1e-06,-0.04,-1,3.21,0.5
value,105,0.010764,31,0.999999,1e-06,-0.04,-1,3.22,0.5
value,105,0.011201,31,0.999999,1e-06,-0.04,-1,3.23,0.5
value,105,0.009157,31,0.999999,1e-06,-0.04,-1,3.24,0.5
value,105,0.011206,31,0.999999,1e-06,-0.04,-1,3.25,0.5
value,105,0.010272,31,0.999999,1e-06,-0.04,-1,3.26,0.5
value,105,0.009148,31,0.999999,1e-06,-0.04,-1,3.27,0.5
value,105,0.01016,31,0.999999,1e-06,-0.04,-1,3.28,0.5
value,105,0.008993,31,0.999999,1e-06,-0.04,-1,3.29,0.5
value,105,0.010649,31,0.999999,1e-06,-0.04,-1,3.3,0.5
value,105,0.010411,31,0.999999,1e-06,-0.04,-1,3.31,0.5
value,105,0.009269,31,0.999999,1e-06,-0.04,-1,3.32,0.5
value,105,0.010333,31,0.999999,1e-06,-0.04,-1,3.33,0.5
value,105,0.009107,31,0.999999,1e-06,-0.04,-1,3.34,0.5
value,105,0.010357,31,0.999999,1e-06,-0.04,-1,3.35,0.5
value,105,0.010445,31,0.999999,1e-06,-0.04,-1,3.36,0.5
value,105,0.00916,31,0.999999,1e-06,-0.04,-1,3.37,0.5
value,105,0.010438,31,0.999999,1e-06,-0.04,-1,3.38,0.5
value,105,0.009027,31,0.999999,1e-06,-0.04,-1,3.39,0.5
value,105,0.010544,31,0.999999,1e-06,-0.04,-1,3.4,0.5
value,105,0.010423,31,0.999999,1e-06,-0.04,-1,3.41,0.5
value,105,0.009286,31,0.999999,1e-06,-0.04,-1,3.42,0.5
value,105,0.010353,31,0.999999,1e-06,-0.04,-1,3.43,0.5
value,105,0.009085,31,0.999999,1e-06,-0.04,-1,3.44,0.5
value,109,0.00953,38,0.999999,1e-06,-0.04,-1,3.45,0.5
value,109,0.009606,36,0.999999,1e-06,-0.04,-1,3.46,0.5
value,109,0.010114,35,0.999999,1e-06,-0.04,-1,3.47,0.5
value,109,0.009466,34,0.999999,1e-06,-0.04,-1,3.48,0.5
value,109,0.00938,33,0.999999,1e-06,-0.04,-1,3.49,0.5
value,109,0.009451,33,0.999999,1e-06,-0.04,-1,3.5,0.5
value,109,0.009363,32,0.999999,1e-06,-0.04,-1,3.51,0.5
value,109,0.009435,32,0.999999,1e-06,-0.04,-1,3.52,0.5
value,109,0.009414,31,0.999999,1e-06,-0.04,-1,3.53,0.5
value,109,0.009373,31,0.999999,1e-06,-0.04,-1,3.54,0.5
value,109,0.009418,31,0.999999,1e-06,-0.04,-1,3.55,0.5
value,109,0.009324,31,0.999999,1e-06,-0.04,-1,3.56,0.5
value,109,0.009368,31,0.999999,1e-06,-0.04,-1,3.57,0.5
value,109,0.009379,31,0.999999,1e-06,-0.04,-1,3.58,0.5
value,109,0.009416,31,0.999999,1e-06,-0.04,-1,3.59,0.5
value,109,0.010809,31,0.999999,1e-06,-0.04,-1,3.6,0.5
value,109,0.009362,31,0.999999,1e-06,-0.04,-1,3.61,0.5
value,110,0.009449,31,0.999999,1e-06,-0.04,-1,3.62,0.5
value,110,0.009414,31,0.999999,1e-06,-0.04,-1,3.63,0.5
value,110,0.009388,31,0.999999,1e-06,-0.04,-1,3.64,0.5
value,110,0.009454,31,0.999999,1e-06,-0.04,-1,3.65,0.5
value,110,0.00941,31,0.999999,1e-06,-0.04,-1,3.66,0.5
value,110,0.009527,31,0.999999,1e-06,-0.04,-1,3.67,0.5
value,110,0.009394,31,0.999999,1e-06,-0.04,-1,3.68,0.5
value,110,0.009375,31,0.999999,1e-06,-0.04,-1,3.69,0.5
value,110,0.00935,31,0.999999,1e-06,-0.04,-1,3.7,0.5
value,110,0.009369,31,0.999999,1e-06,-0.04,-1,3.71,0.5
value,110,0.009636,31,0.999999,1e-06,-0.04,-1,3.72,0.5
value,110,0.010086,31,0.999999,1e-06,-0.04,-1,3.73,0.5
value,110,0.009448,31,0.999999,1e-06,-0.04,-1,3.74,0.5
